"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_PLEITO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"NR_URNA_ESPERADA";"CD_CARGA_URNA_ESPERADA";"CD_FLASHCARD_URNA_ESPERADA";"DT_CARGA_URNA_ESPERADA";"ST_CORRESP_ALTERADA";"NM_MAQUINA_GERACAO_MIDIA";"NR_SRI_TPM_GERACAO_MIDIA";"NR_SRI_INSTAL_GERACAO_MIDIA";"NM_MAQUINA_TRANSM_CORRESP";"NR_SRI_TPM_TRANSM_CORRESP";"NR_SRI_INSTAL_TRANSM_CORRESP"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2045093;166315164921763589001197;"17CC704C";"2024-09-29 11:44:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2048193;923991925963520370433799;"B14E298A";"2024-09-29 11:44:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2273054;782577780514593386620047;"4E62192C";"2024-09-29 11:47:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2044863;802779802751407574598365;"59091166";"2024-09-29 11:44:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2045142;206719209625688979246746;"17CC704C";"2024-09-29 11:51:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2048257;833082834954315859720503;"B14E298A";"2024-09-29 11:51:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2046280;822981820071301103718456;"B8903CCA";"2024-09-29 11:51:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2044986;327931323563365019726049;"86D4F0A1";"2024-09-29 11:59:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2044854;893688893476372962490960;"5686F86B";"2024-09-29 11:51:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2045340;893688896160372956303211;"59091166";"2024-09-29 11:51:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2040997;408739402733476167835754;"1225EA90";"2024-09-29 12:00:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2044816;610860618032658573695288;"91C7D351";"2024-09-29 11:59:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2037491;449143449480512301415828;"4E62192C";"2024-09-29 12:00:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2046611;186517189689464267582860;"59091166";"2024-09-29 12:03:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
