"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_PLEITO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"NR_SECAO";"NR_URNA_ESPERADA";"CD_CARGA_URNA_ESPERADA";"CD_FLASHCARD_URNA_ESPERADA";"DT_CARGA_URNA_ESPERADA";"ST_CORRESP_ALTERADA";"NR_LOCAL_VOTACAO";"NM_MAQUINA_GERACAO_MIDIA";"NR_SRI_TPM_GERACAO_MIDIA";"NR_SRI_INSTAL_GERACAO_MIDIA";"NM_MAQUINA_TRANSM_CORRESP";"NR_SRI_TPM_TRANSM_CORRESP";"NR_SRI_INSTAL_TRANSM_CORRESP"
"06/10/2024";"14:06:53";2024;452;"AL";"27472";"DELMIRO GOUVEIA";40;26;1767846;122040925392170271409497;"5FD15212";"2024-09-20 11:39:00";"N";1414;"RALWGERA18";"73D21F006D5E9BA7989A";"CDDF693C";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27839";"LIMOEIRO DE ANADIA";47;129;2071464;96414314353445292983909;"99710FE5";"2024-09-23 15:07:00";"N";1287;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28533";"RIO LARGO";15;254;2073938;564518534645634015917477;"AF521AE6";"2024-09-27 08:52:00";"N";1244;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";3;338;2436403;660799025472152642492786;"D7C8CE20";"2024-09-29 10:44:00";"N";1562;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";1;338;2474041;276838633969932213586558;"98BB09F5";"2024-09-28 08:10:00";"N";1660;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27634";"IGREJA NOVA";37;127;2446517;221820227548551640939881;"2DC08AD2";"2024-09-23 13:36:00";"N";1074;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28258";"PALMEIRA DOS ÍNDIOS";10;142;1766638;740981339990060208599613;"E405873D";"2024-09-24 09:00:00";"N";1023;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28371";"PILAR";8;31;2070174;80996402321069492532844;"D7FF07D5";"2024-09-25 10:07:00";"N";1201;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27057";"ARAPIRACA";22;487;2053395;656801343016534111956778;"4CDE45F2";"2024-09-27 10:03:00";"N";1589;"RALWGERA18";"73D21F006D5E9BA7989A";"CDDF693C";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28410";"PIRANHAS";40;246;1814922;437671555881831262599418;"9DE36CEB";"2024-09-20 11:21:00";"N";1155;"RALWGERA19";"C1836E163E18A5743392";"1332114E";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";2;211;2440113;64728424144148315548623;"612E698A";"2024-09-28 10:22:00";"N";2046;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27057";"ARAPIRACA";55;151;2381140;212411760886223110343739;"E8C51B39";"2024-09-28 08:15:00";"N";1120;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27111";"BARRA DE SÃO MIGUEL";26;104;2069358;647644177717635001556519;"EDE4A312";"2024-09-27 08:16:00";"N";1015;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";3;271;2443847;872820656784838619673675;"46F9CC7E";"2024-09-29 11:00:00";"N";2011;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27057";"ARAPIRACA";22;425;2068261;899225943456790606361650;"B7F577BA";"2024-09-27 10:12:00";"N";1589;"RALWGERA18";"73D21F006D5E9BA7989A";"CDDF693C";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28533";"RIO LARGO";15;218;2472142;453407585545388745254863;"84572C97";"2024-09-27 09:31:00";"N";1384;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";33;77;2449570;529306783535057851173535;"8686FEC6";"2024-09-30 09:24:00";"N";1040;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27197";"BOCA DA MATA";48;43;2069167;136729741408093921479395;"1D3B733C";"2024-09-25 08:53:00";"N";1058;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28339";"PENEDO";13;182;2449503;972637843060846201134049;"5CA618E5";"2024-09-22 10:18:00";"N";1406;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";1;301;2437465;509161883114420144865008;"E6F8378B";"2024-09-28 10:11:00";"N";1996;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28452";"PORTO CALVO";14;69;2069773;262177674418659485096169;"DE720B61";"2024-09-26 10:29:00";"N";1260;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27596";"IBATEGUARA";16;16;2072503;734646464880729704230042;"91467DDC";"2024-09-26 09:07:00";"N";1198;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28193";"OLIVENÇA";19;238;1672146;265332537747304428987979;"041481A5";"2024-09-20 09:59:00";"N";1236;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";54;41;2436835;589937972581818055970429;"6A5C54AD";"2024-09-29 09:24:00";"N";1058;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";3;406;2467628;307163324158862399231362;"D909759C";"2024-09-29 08:39:00";"N";1864;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28894";"CRAÍBAS";31;122;1666211;38835480834802654981007;"D864EC66";"2024-09-22 11:15:00";"N";1031;"RALWGERA17";"81F5D292195A952B571D";"123E0138";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28258";"PALMEIRA DOS ÍNDIOS";10;318;1672833;205527428257441805219178;"BD849110";"2024-09-24 09:48:00";"N";1210;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";54;286;2435998;84987486660088901174797;"086BA5F3";"2024-09-29 09:12:00";"N";1210;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28134";"OLHO D'ÁGUA DAS FLORES";11;96;1672602;330351623950687109851977;"609739B0";"2024-09-21 09:13:00";"N";1104;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27871";"MAJOR ISIDORO";31;61;1772745;477479003827591962222985;"6513D86A";"2024-09-22 14:24:00";"N";1112;"RALWGERA17";"81F5D292195A952B571D";"123E0138";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";2;278;2472383;822304375925269097984357;"2E595F65";"2024-09-28 08:56:00";"N";1643;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27570";"GIRAU DO PONCIANO";44;23;2038690;393611860323935182972502;"F48FB007";"2024-09-24 10:02:00";"N";1040;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;186;2454923;678192981629704831903764;"91E804CC";"2024-09-26 09:25:00";"N";1155;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";2;56;2440072;600182614543338628388506;"00616242";"2024-09-28 13:44:00";"N";1120;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27391";"COITÉ DO NÓIA";45;140;1768989;455928827350618600329709;"D327238D";"2024-09-24 13:41:00";"N";1023;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27472";"DELMIRO GOUVEIA";40;4;1666755;414969856165894667399890;"5549A6F0";"2024-09-20 14:00:00";"N";1317;"RALWGERA18";"73D21F006D5E9BA7989A";"CDDF693C";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27057";"ARAPIRACA";22;296;2037433;727508197439695763691167;"B7F577BA";"2024-09-27 08:07:00";"N";1147;"RALWGERA18";"73D21F006D5E9BA7989A";"CDDF693C";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28932";"TEOTÔNIO VILELA";34;137;2446730;21067092802531005297462;"D8E5A6FF";"2024-09-23 09:04:00";"N";1139;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28258";"PALMEIRA DOS ÍNDIOS";10;271;1816406;488355266064284906207355;"251678B4";"2024-09-24 09:33:00";"N";1252;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28410";"PIRANHAS";40;151;1671244;700398250195947638248667;"230C3F7F";"2024-09-20 08:23:00";"N";1139;"RALWGERA19";"C1836E163E18A5743392";"1332114E";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28274";"PÃO DE AÇÚCAR";11;72;1667911;901108615359414296951804;"CE34B854";"2024-09-21 14:57:00";"N";1287;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27057";"ARAPIRACA";55;274;2432679;515441624810754648188732;"59A2B989";"2024-09-28 10:33:00";"N";1066;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28592";"SANTANA DO IPANEMA";19;199;1774739;782484491244500035424592;"910E398E";"2024-09-20 09:37:00";"N";1090;"RALWGERA19";"C1836E163E18A5743392";"1332114E";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27812";"LAGOA DA CANOA";44;177;2032952;835355188896661001009350;"071ACFBB";"2024-09-24 10:41:00";"N";1040;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28312";"PAULO JACINTO";28;43;1675406;580260191347477443075557;"BCAEF968";"2024-09-29 14:26:00";"N";1015;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27413";"COLÔNIA LEOPOLDINA";16;143;2071538;813254512557244875517225;"E8D6DB90";"2024-09-26 13:51:00";"N";1058;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";2;14;2437101;610283121953094682310160;"6D272895";"2024-09-28 13:23:00";"N";1040;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27057";"ARAPIRACA";22;162;2473519;273063000414708191807859;"5A9F0F56";"2024-09-27 14:22:00";"N";1384;"RALWGERA18";"73D21F006D5E9BA7989A";"CDDF693C";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28053";"MINADOR DO NEGRÃO";46;22;1671218;522846888622454315709438;"5B683AEF";"2024-09-22 11:26:00";"N";1066;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27049";"ESTRELA DE ALAGOAS";46;111;1667769;637357903977073877184127;"ACE9EE61";"2024-09-22 09:13:00";"N";1074;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28657";"SÃO JOSÉ DA LAJE";16;25;2061124;722645413022277613036024;"078BC309";"2024-09-26 08:11:00";"N";1104;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27898";"MARAGOGI";14;150;2433335;950746390091045876522193;"1B2C5696";"2024-09-26 10:16:00";"N";1031;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";3;104;2435371;105143634143043483852966;"6449A2AA";"2024-09-29 10:10:00";"N";1201;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27618";"IGACI";45;5;1816608;102093655449190347883691;"C3D575AE";"2024-09-24 11:17:00";"N";1201;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";2;386;2447593;34425521766565203886674;"9B82421E";"2024-09-28 09:47:00";"N";2070;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27731";"JARAMATAIA";44;112;2071917;149086525574295076504341;"866871AC";"2024-09-24 13:06:00";"N";1015;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27332";"CAPELA";6;134;2070443;349100082807333418665782;"00885CAA";"2024-09-25 08:36:00";"N";1015;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";1;545;2439505;286939566828052039090964;"ABFF6E89";"2024-09-28 10:58:00";"N";2100;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28010";"MATRIZ DE CAMARAGIBE";12;239;2473871;535882914520518889224351;"2DD769D0";"2024-09-27 09:23:00";"N";1082;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27251";"CAJUEIRO";5;139;1761128;157870444968537629261008;"067D86B8";"2024-09-25 11:46:00";"N";1058;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28770";"SATUBA";8;115;2037786;759563468056083228765354;"4A3BF107";"2024-09-25 09:48:00";"N";1082;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";33;76;2449249;367790514619156645910505;"8686FEC6";"2024-09-30 09:19:00";"N";1031;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28533";"RIO LARGO";15;216;2468658;887750794188002530744184;"84572C97";"2024-09-27 09:25:00";"N";1422;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";3;162;2432435;994032720209370820407002;"603815FE";"2024-09-29 10:25:00";"N";1465;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27456";"CORURIPE";7;39;2444513;487025684714592064774732;"6CA678F8";"2024-09-23 11:36:00";"N";1147;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27570";"GIRAU DO PONCIANO";44;35;2071229;444116206528304492844055;"F48FB007";"2024-09-24 11:05:00";"N";1279;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28894";"CRAÍBAS";31;104;1774141;301562836143167549336271;"C8AE5646";"2024-09-22 11:25:00";"N";1104;"RALWGERA17";"81F5D292195A952B571D";"123E0138";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28533";"RIO LARGO";15;274;2032677;938255044482447080660445;"AF521AE6";"2024-09-27 09:48:00";"N";1597;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27154";"BELÉM";28;100;1672905;412443509567185860943979;"C5E84E67";"2024-09-25 10:04:00";"N";1058;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27294";"CAMPO GRANDE";20;142;2071448;882202473690092337432355;"2CE93358";"2024-09-24 14:14:00";"N";1058;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27790";"JUNQUEIRO";34;193;2454638;336698381747179665303967;"B3325C7D";"2024-09-23 08:19:00";"N";1066;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27049";"ESTRELA DE ALAGOAS";46;76;1666753;233317382553568369470646;"95D85A6E";"2024-09-22 08:13:00";"N";1015;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28533";"RIO LARGO";15;37;2070277;867548843599205166751768;"5C68E460";"2024-09-27 13:31:00";"N";1252;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27537";"FELIZ DESERTO";7;141;2070489;749051226654154303262913;"91393F66";"2024-09-23 09:20:00";"N";1023;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28690";"SÃO LUÍS DO QUITUNDE";17;60;2449020;781362207114289318904227;"03310DC6";"2024-09-27 13:42:00";"N";1074;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";54;219;2439298;862765103104782657106962;"FC67BCD0";"2024-09-29 10:01:00";"N";1252;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";2;130;2433400;802102101481939870918732;"4A5F158F";"2024-09-28 08:08:00";"N";2062;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28711";"SÃO MIGUEL DOS CAMPOS";18;113;2071585;46799537697135524896500;"1F77B36F";"2024-09-23 10:46:00";"N";1120;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27855";"MACEIÓ";1;535;2455518;691080903369981793235760;"ABFF6E89";"2024-09-28 10:25:00";"N";2097;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27332";"CAPELA";6;136;2036950;561322527929438106435295;"00885CAA";"2024-09-25 08:43:00";"N";1023;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28533";"RIO LARGO";15;273;2073366;615023612450840273113774;"AF521AE6";"2024-09-27 09:44:00";"N";1520;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27057";"ARAPIRACA";22;117;2472347;798215724843914653671491;"3F3DD2F4";"2024-09-27 14:58:00";"N";1260;"RALWGERA18";"73D21F006D5E9BA7989A";"CDDF693C";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27049";"ESTRELA DE ALAGOAS";46;134;1770776;253519994020531829979002;"73A9FE9A";"2024-09-22 09:02:00";"N";1198;"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28150";"OLHO D'ÁGUA DO CASADO";40;230;1670804;934921321365278590371681;"EC1C3C33";"2024-09-20 17:25:00";"N";1031;"RALWGERA19";"C1836E163E18A5743392";"1332114E";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
