"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_PLEITO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"NR_URNA_ESPERADA";"CD_CARGA_URNA_ESPERADA";"CD_FLASHCARD_URNA_ESPERADA";"DT_CARGA_URNA_ESPERADA";"ST_CORRESP_ALTERADA";"NM_MAQUINA_GERACAO_MIDIA";"NR_SRI_TPM_GERACAO_MIDIA";"NR_SRI_INSTAL_GERACAO_MIDIA";"NM_MAQUINA_TRANSM_CORRESP";"NR_SRI_TPM_TRANSM_CORRESP";"NR_SRI_INSTAL_TRANSM_CORRESP"
"06/10/2024";"14:06:53";2024;452;"AL";"28096";"MURICI";9;2071630;802779805945748350834835;"80CFD7EC";"2024-09-26 11:21:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28096";"MURICI";9;2052902;388537381003537643994175;"80CFD7EC";"2024-09-26 11:24:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28096";"MURICI";9;2038210;136012136178162475062564;"80CFD7EC";"2024-09-26 11:31:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;2037889;829607822102024647989413;"7CF4B360";"2024-09-26 10:35:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;2053353;213546212441200139899179;"7CF4B360";"2024-09-26 10:32:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;2071186;748899742794963209974423;"7CF4B360";"2024-09-26 10:44:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;2036225;375162372357855220311763;"7CF4B360";"2024-09-26 10:39:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;2435853;92334097129176634712223;"7CF4B360";"2024-09-26 10:42:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;2037686;536778535173911690630427;"7CF4B360";"2024-09-26 10:55:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;2025989;92334092629269486486577;"7CF4B360";"2024-09-26 10:52:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;2038947;708495706390204425042453;"7CF4B360";"2024-09-26 10:48:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"28851";"UNIÃO DOS PALMARES";21;2036774;203445208740795005566436;"7CF4B360";"2024-09-26 10:58:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27898";"MARAGOGI";14;2073466;880039885884312360194909;"1B2C5696";"2024-09-26 10:47:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27898";"MARAGOGI";14;2074225;142665142610665716605022;"1B2C5696";"2024-09-26 10:57:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27898";"MARAGOGI";14;2038500;102261106806212647841209;"1B2C5696";"2024-09-26 11:06:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27898";"MARAGOGI";14;2073800;334584331129231581468999;"1B2C5696";"2024-09-26 11:03:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
"06/10/2024";"14:06:53";2024;452;"AL";"27898";"MARAGOGI";14;2070832;829433828478516973435325;"1B2C5696";"2024-09-26 11:00:00";"N";"RALWGERA16";"07940CC9D5B8BF36409C";"2E583239";"RALWGERA01";"516F4A521CD787C82921E9C91A3C21981DA5A1A9";"130A28D4"
